tweet,created_at,tokens
kang dedi mulyadi tastefully yours warm and cozy baek gunwoo resto maendorong ttottot jeju ya,Tue May 20 16:03:44 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'warm', 'and', 'cozy', 'baek', 'gunwoo', 'resto', 'maendorong', 'ttottot', 'jeju', 'ya']"
kang dedi mulyadi ni orang bikin jatuh cinta banget sih ken pacarin,Tue May 13 02:20:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ni', 'orang', 'bikin', 'jatuh', 'cinta', 'banget', 'sih', 'ken', 'pacarin']"
kang dedi mulyadi resident playbook ngoceh jaehak ketemu ngoceh yiyoung kim junwan gyosunim orang beda jinak gigit tertawa dowon harap tenang gue pawang nya,Sun May 18 11:18:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'ngoceh', 'jaehak', 'ketemu', 'ngoceh', 'yiyoung', 'kim', 'junwan', 'gyosunim', 'orang', 'beda', 'jinak', 'gigit', 'tertawa', 'dowon', 'harap', 'tenang', 'gue', 'pawang', 'nya']"
pidato kang dedi mulyadi barak militer dahsyat bikin merinding wajar si ono surono kejang peluang utk nyagub tutup rapat sukur masuk penjara,Tue May 20 04:34:13 +0000 2025,"['pidato', 'kang', 'dedi', 'mulyadi', 'barak', 'militer', 'dahsyat', 'bikin', 'merinding', 'wajar', 'si', 'ono', 'surono', 'kejang', 'peluang', 'utk', 'nyagub', 'tutup', 'rapat', 'sukur', 'masuk', 'penjara']"
kang dedi mulyadi mei jinyoung pic youngchun villain film hi tayang mei korea moga masuk indonesia pic lee hosu acara our unwritten seoul tayang juni netflix choose ur fighter,Thu May 15 00:14:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'mei', 'jinyoung', 'pic', 'youngchun', 'villain', 'film', 'hi', 'tayang', 'mei', 'korea', 'moga', 'masuk', 'indonesia', 'pic', 'lee', 'hosu', 'acara', 'our', 'unwritten', 'seoul', 'tayang', 'juni', 'netflix', 'choose', 'ur', 'fighter']"
kang dedi mulyadi nemu the atypical family rekomen simerah pas lihat aduuuhhh anak anak besar pake kuota kasih romance tipiss gin pleaseee kasih mainlead roncom remajaaaaaa,Mon May 12 13:01:13 +0000 2025,"['kang', 'dedi', 'mulyadi', 'nemu', 'the', 'atypical', 'family', 'rekomen', 'simerah', 'pas', 'lihat', 'aduuuhhh', 'anak', 'anak', 'besar', 'pake', 'kuota', 'kasih', 'romance', 'tipiss', 'gin', 'pleaseee', 'kasih', 'mainlead', 'roncom', 'remajaaaaaa']"
kang dedi mulyadi choi won young anak lanang drakor,Thu May 15 03:40:32 +0000 2025,"['kang', 'dedi', 'mulyadi', 'choi', 'won', 'young', 'anak', 'lanang', 'drakor']"
kang dedi mulyadi syuting kanada temen ku free dateng kesana biar hangout beneran dateng terima kasih banget karna spend time bareng break syuting go younjung,Mon May 19 03:05:58 +0000 2025,"['kang', 'dedi', 'mulyadi', 'syuting', 'kanada', 'temen', 'ku', 'free', 'dateng', 'kesana', 'biar', 'hangout', 'beneran', 'dateng', 'terima', 'kasih', 'banget', 'karna', 'spend', 'time', 'bareng', 'break', 'syuting', 'go', 'younjung']"
kang dedi mulyadi bae nara kabar gabung choi wooshik jung somin romcom sbs would you marry me rencana tayang paruh whos excited,Wed May 14 05:49:52 +0000 2025,"['kang', 'dedi', 'mulyadi', 'bae', 'nara', 'kabar', 'gabung', 'choi', 'wooshik', 'jung', 'somin', 'romcom', 'sbs', 'would', 'you', 'marry', 'me', 'rencana', 'tayang', 'paruh', 'whos', 'excited']"
kang dedi mulyadi park boyoung fanmeet seoul taipei bangkok amp macau,Wed May 14 03:54:34 +0000 2025,"['kang', 'dedi', 'mulyadi', 'park', 'boyoung', 'fanmeet', 'seoul', 'taipei', 'bangkok', 'amp', 'macau']"
masuk barak iya akun second stalk dedy mulyadi,Fri May 09 07:28:40 +0000 2025,"['masuk', 'barak', 'iya', 'akun', 'second', 'stalk', 'dedy', 'mulyadi']"
kang dedi mulyadi residen playbook jadiin foto wallpaper gakkk wallpaper hp drama yaaa kamsa kamsa,Sat May 17 13:21:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'residen', 'playbook', 'jadiin', 'foto', 'wallpaper', 'gakkk', 'wallpaper', 'hp', 'drama', 'yaaa', 'kamsa', 'kamsa']"
kang dedi mulyadi residen playbook gertak sambal yiyoung beneran ngegigit,Sat May 17 16:38:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'residen', 'playbook', 'gertak', 'sambal', 'yiyoung', 'beneran', 'ngegigit']"
kang dedi mulyadi resident playbook still cuts episode malem yiyoung udah pake cincin lamar kahh huaaaaaa,Sun May 18 06:50:15 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'still', 'cuts', 'episode', 'malem', 'yiyoung', 'udah', 'pake', 'cincin', 'lamar', 'kahh', 'huaaaaaa']"
kang dedi mulyadi princess pyo namkyung drama,Wed May 21 03:30:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'princess', 'pyo', 'namkyung', 'drama']"
recent fav actoractress kang dedi mulyadi pokok suka sampe series tonton gapeduli worth itgak nya lihat mrk tertawa sender bucinin go minsi lee junyoung,Wed May 21 09:14:19 +0000 2025,"['recent', 'fav', 'actoractress', 'kang', 'dedi', 'mulyadi', 'pokok', 'suka', 'sampe', 'series', 'tonton', 'gapeduli', 'worth', 'itgak', 'nya', 'lihat', 'mrk', 'tertawa', 'sender', 'bucinin', 'go', 'minsi', 'lee', 'junyoung']"
kang dedi mulyadi resident playbook resident playbook tamat rating congrats team kelas tv kabel udah lumayan yaa gaesss,Mon May 19 00:09:56 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'resident', 'playbook', 'tamat', 'rating', 'congrats', 'team', 'kelas', 'tv', 'kabel', 'udah', 'lumayan', 'yaa', 'gaesss']"
gubernur jawa barat dedi mulyadi sorot berkat konten blusukan medsos bijak pemda jawa barat sosialisasi akun sosial media kang dedi mulyadi prof burhanmuhtadi ulas lengkap,Tue May 13 06:30:53 +0000 2025,"['gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'sorot', 'berkat', 'konten', 'blusukan', 'medsos', 'bijak', 'pemda', 'jawa', 'barat', 'sosialisasi', 'akun', 'sosial', 'media', 'kang', 'dedi', 'mulyadi', 'prof', 'burhanmuhtadi', 'ulas', 'lengkap']"
coba kasih game ter greenflag jagat kang dedi mulyadi an guys sangking greenflag nya sampe kaya a whole forest ill go first lee jang hyun from my dearest,Sun May 18 11:17:42 +0000 2025,"['coba', 'kasih', 'game', 'ter', 'greenflag', 'jagat', 'kang', 'dedi', 'mulyadi', 'an', 'guys', 'sangking', 'greenflag', 'nya', 'sampe', 'kaya', 'a', 'whole', 'forest', 'ill', 'go', 'first', 'lee', 'jang', 'hyun', 'from', 'my', 'dearest']"
can some of you guys stop producing policy take that are essentially jst vibing the kang dedi mulyadi vasektomi got a pushback ttg laki nama biopolitik hukum langgar bansos dst kait hukum biologis orba,Fri May 02 06:36:23 +0000 2025,"['can', 'some', 'of', 'you', 'guys', 'stop', 'producing', 'policy', 'take', 'that', 'are', 'essentially', 'jst', 'vibing', 'the', 'kang', 'dedi', 'mulyadi', 'vasektomi', 'got', 'a', 'pushback', 'ttg', 'laki', 'nama', 'biopolitik', 'hukum', 'langgar', 'bansos', 'dst', 'kait', 'hukum', 'biologis', 'orba']"
kang dedi mulyadi garam manis jung garam hahaha by the way lihat drama jung garam,Sat May 17 10:54:02 +0000 2025,"['kang', 'dedi', 'mulyadi', 'garam', 'manis', 'jung', 'garam', 'hahaha', 'by', 'the', 'way', 'lihat', 'drama', 'jung', 'garam']"
kang dedi mulyadi jinyoung park boyoung ryu kyungsoo press conference drama our unwritten seoul tayang mei netflix,Wed May 21 07:31:14 +0000 2025,"['kang', 'dedi', 'mulyadi', 'jinyoung', 'park', 'boyoung', 'ryu', 'kyungsoo', 'press', 'conference', 'drama', 'our', 'unwritten', 'seoul', 'tayang', 'mei', 'netflix']"
kang dedi mulyadi resident playbook this is one of my favorite scene today haru prof seo prof geom sempat yiyoung ajar haru laku senior kasih junior,Sat May 17 17:06:16 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'this', 'is', 'one', 'of', 'my', 'favorite', 'scene', 'today', 'haru', 'prof', 'seo', 'prof', 'geom', 'sempat', 'yiyoung', 'ajar', 'haru', 'laku', 'senior', 'kasih', 'junior']"
nyala banget cuy cast kang dedi mulyadi show business dinner bareng mamah papah,Wed May 14 15:44:27 +0000 2025,"['nyala', 'banget', 'cuy', 'cast', 'kang', 'dedi', 'mulyadi', 'show', 'business', 'dinner', 'bareng', 'mamah', 'papah']"
kang dedi mulyadi the haunted palace butuh batu lindung batu lindung lindung sa ae lu yeori,Sun May 18 04:38:32 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'butuh', 'batu', 'lindung', 'batu', 'lindung', 'lindung', 'sa', 'ae', 'lu', 'yeori']"
habis mulyono terbit mulyadi ah nama sampean huruf o nya,Mon May 19 11:43:50 +0000 2025,"['habis', 'mulyono', 'terbit', 'mulyadi', 'ah', 'nama', 'sampean', 'huruf', 'o', 'nya']"
kang dedi mulyadi ciee madu singapore,Tue May 13 12:53:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ciee', 'madu', 'singapore']"
kang dedi mulyadi resident playbook nunggunya nontonnya minggu asa kedip rasa mingdep udah tamat,Mon May 12 11:41:53 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'nunggunya', 'nontonnya', 'minggu', 'asa', 'kedip', 'rasa', 'mingdep', 'udah', 'tamat']"
resident playbook nanya scene gebu yulje episode ya thank u kang dedi mulyadi,Mon May 12 14:37:22 +0000 2025,"['resident', 'playbook', 'nanya', 'scene', 'gebu', 'yulje', 'episode', 'ya', 'thank', 'u', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi resident playbook pantesan kasih pacar episode pacar alay banget akwoakakakak mmf youngwon alay bikin tonton cengar cengir terus alayan,Sun May 11 15:56:23 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'pantesan', 'kasih', 'pacar', 'episode', 'pacar', 'alay', 'banget', 'akwoakakakak', 'mmf', 'youngwon', 'alay', 'bikin', 'tonton', 'cengar', 'cengir', 'terus', 'alayan']"
kang dedi mulyadi surat buka na pd resident playbook season selesai tolong buat lima variety show cast hospital playlist tolong banget maah mas ken lihat lima,Mon May 12 02:13:14 +0000 2025,"['kang', 'dedi', 'mulyadi', 'surat', 'buka', 'na', 'pd', 'resident', 'playbook', 'season', 'selesai', 'tolong', 'buat', 'lima', 'variety', 'show', 'cast', 'hospital', 'playlist', 'tolong', 'banget', 'maah', 'mas', 'ken', 'lihat', 'lima']"
habis mulyono terbit mulyadi,Mon May 12 13:18:52 +0000 2025,"['habis', 'mulyono', 'terbit', 'mulyadi']"
kang dedi mulyadi dear hongrang review guys seru,Sun May 18 08:43:22 +0000 2025,"['kang', 'dedi', 'mulyadi', 'dear', 'hongrang', 'review', 'guys', 'seru']"
kang dedi mulyadi dear hongrang kakek moyang moo taegu amp jung gyucheol,Sun May 18 13:57:54 +0000 2025,"['kang', 'dedi', 'mulyadi', 'dear', 'hongrang', 'kakek', 'moyang', 'moo', 'taegu', 'amp', 'jung', 'gyucheol']"
kang dedi mulyadi resident playbook yiyoung misuh myeong langsung jawab tetep ngeselin,Mon May 12 08:22:55 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'yiyoung', 'misuh', 'myeong', 'langsung', 'jawab', 'tetep', 'ngeselin']"
kang dedi mulyadi resident playbook tonton tinggal nunggu undang,Mon May 12 05:20:16 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'tonton', 'tinggal', 'nunggu', 'undang']"
kang dedi mulyadi woodohwan instagram update pas bal,Mon May 12 07:33:07 +0000 2025,"['kang', 'dedi', 'mulyadi', 'woodohwan', 'instagram', 'update', 'pas', 'bal']"
kang dedi mulyadi ges resident playbook syuting udah ya konten challenge gitu udah selesai ya keren ya engga bocor cast upload foto disosmed jg nahan upload foto syuting,Thu May 15 11:37:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ges', 'resident', 'playbook', 'syuting', 'udah', 'ya', 'konten', 'challenge', 'gitu', 'udah', 'selesai', 'ya', 'keren', 'ya', 'engga', 'bocor', 'cast', 'upload', 'foto', 'disosmed', 'jg', 'nahan', 'upload', 'foto', 'syuting']"
malam netflix kang dedi mulyadi tastefully yours senin amp selasa,Mon May 12 10:06:10 +0000 2025,"['malam', 'netflix', 'kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'senin', 'amp', 'selasa']"
kang dedi mulyadi cerita cewek temenan suka cowok whos excited set in,Wed May 14 05:07:22 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cerita', 'cewek', 'temenan', 'suka', 'cowok', 'whos', 'excited', 'set', 'in']"
kang dedi mulyadi resident playbook sia abis foto jungsuk terima kasih jaga foto ngomongnya malu aduh lucu princess pyo plus yikyung foto bareng iksong jugaaa,Tue May 13 12:24:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'sia', 'abis', 'foto', 'jungsuk', 'terima', 'kasih', 'jaga', 'foto', 'ngomongnya', 'malu', 'aduh', 'lucu', 'princess', 'pyo', 'plus', 'yikyung', 'foto', 'bareng', 'iksong', 'jugaaa']"
kang dedi bawa barak,Mon May 12 09:20:59 +0000 2025,"['kang', 'dedi', 'bawa', 'barak']"
kang dedi mulyadi resident playbook pesona punggung tulang punggung,Wed May 14 13:55:32 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'pesona', 'punggung', 'tulang', 'punggung']"
kang dedi mulyadi resident playbook nyangka fase ragu love line engga trs denial ipar takut dowon gerak eh fase romantis alay orang,Mon May 12 11:02:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'nyangka', 'fase', 'ragu', 'love', 'line', 'engga', 'trs', 'denial', 'ipar', 'takut', 'dowon', 'gerak', 'eh', 'fase', 'romantis', 'alay', 'orang']"
spill scene kang dedi mulyadi ikonik banget,Mon May 12 02:02:31 +0000 2025,"['spill', 'scene', 'kang', 'dedi', 'mulyadi', 'ikonik', 'banget']"
resident playbook kang dedi mulyadi cameo resident playbook favorit guys,Mon May 12 10:17:19 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'cameo', 'resident', 'playbook', 'favorit', 'guys']"
kang dedi mulyadi top hallyu stars released by ministry of culture sports and tourism lee min ho gong yoo song hye kyo lee jong suk hyun bin jun ji hyun ma seok iu cha eun woo,Wed May 14 12:40:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'top', 'hallyu', 'stars', 'released', 'by', 'ministry', 'of', 'culture', 'sports', 'and', 'tourism', 'lee', 'min', 'ho', 'gong', 'yoo', 'song', 'hye', 'kyo', 'lee', 'jong', 'suk', 'hyun', 'bin', 'jun', 'ji', 'hyun', 'ma', 'seok', 'iu', 'cha', 'eun', 'woo']"
kang dedi mulyadi cast musical stage play shakespeare in love nih guys tabur bintang reuni nih,Sat May 17 03:45:30 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cast', 'musical', 'stage', 'play', 'shakespeare', 'in', 'love', 'nih', 'guys', 'tabur', 'bintang', 'reuni', 'nih']"
kang dedi mulyadi resident playbook yiyoungdowon tau namkyung bikin ketawa banget sih bayang reaksi namkyung kaya ekspresif,Wed May 14 08:57:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'yiyoungdowon', 'tau', 'namkyung', 'bikin', 'ketawa', 'banget', 'sih', 'bayang', 'reaksi', 'namkyung', 'kaya', 'ekspresif']"
kang dedi mulyadi upcoming kmovie drakor latar belakang jadul whos excited tayang udah trust issue ni love untangled one hundred memories,Wed May 14 04:47:47 +0000 2025,"['kang', 'dedi', 'mulyadi', 'upcoming', 'kmovie', 'drakor', 'latar', 'belakang', 'jadul', 'whos', 'excited', 'tayang', 'udah', 'trust', 'issue', 'ni', 'love', 'untangled', 'one', 'hundred', 'memories']"
kang dedi mulyadi yumis cells hierarchy the witch yumis cells yumi babi jaei rian tuker pasang jinyoung jeongeui udah beres goeun jaewon rilis taun lancar syuting yumse team,Mon May 19 05:54:04 +0000 2025,"['kang', 'dedi', 'mulyadi', 'yumis', 'cells', 'hierarchy', 'the', 'witch', 'yumis', 'cells', 'yumi', 'babi', 'jaei', 'rian', 'tuker', 'pasang', 'jinyoung', 'jeongeui', 'udah', 'beres', 'goeun', 'jaewon', 'rilis', 'taun', 'lancar', 'syuting', 'yumse', 'team']"
kang dedi mulyadi resident playbook poster asli udah kode umjay love line nya sender peka,Mon May 19 05:15:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'poster', 'asli', 'udah', 'kode', 'umjay', 'love', 'line', 'nya', 'sender', 'peka']"
patung lilin ahn hyoseop sedia madame tussauds hong kong fyi hyoseop donasi outfit pakai kang taemoo kang dedi mulyadi business proposal patung lilin,Thu May 15 01:29:09 +0000 2025,"['patung', 'lilin', 'ahn', 'hyoseop', 'sedia', 'madame', 'tussauds', 'hong', 'kong', 'fyi', 'hyoseop', 'donasi', 'outfit', 'pakai', 'kang', 'taemoo', 'kang', 'dedi', 'mulyadi', 'business', 'proposal', 'patung', 'lilin']"
kang dedi mulyadi resident playbook residen namkyung mentor prof jg jarang dimarahin kali prof ju sekali mentor turun langsung per utama obgyn bangga namkyung proud is an understatement,Mon May 19 07:31:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'residen', 'namkyung', 'mentor', 'prof', 'jg', 'jarang', 'dimarahin', 'kali', 'prof', 'ju', 'sekali', 'mentor', 'turun', 'langsung', 'per', 'utama', 'obgyn', 'bangga', 'namkyung', 'proud', 'is', 'an', 'understatement']"
rate suka plot cerita kang dedi mulyadi resident playbook malam sender,Sun May 18 16:16:55 +0000 2025,"['rate', 'suka', 'plot', 'cerita', 'kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'malam', 'sender']"
kang dedi mulyadi guys interviewnya shin sia aka pyo namkyung lihat kang youseok aka um jae il m countdown besok obgy lihat jadwal cocok,Wed May 21 02:16:35 +0000 2025,"['kang', 'dedi', 'mulyadi', 'guys', 'interviewnya', 'shin', 'sia', 'aka', 'pyo', 'namkyung', 'lihat', 'kang', 'youseok', 'aka', 'um', 'jae', 'il', 'm', 'countdown', 'besok', 'obgy', 'lihat', 'jadwal', 'cocok']"
kang dedi mulyadi hong min gi new kdrama study group crushology one high school heroes episodes amp may dear thief episodes amp january study group tba kejar setor banget,Wed May 21 14:08:54 +0000 2025,"['kang', 'dedi', 'mulyadi', 'hong', 'min', 'gi', 'new', 'kdrama', 'study', 'group', 'crushology', 'one', 'high', 'school', 'heroes', 'episodes', 'amp', 'may', 'dear', 'thief', 'episodes', 'amp', 'january', 'study', 'group', 'tba', 'kejar', 'setor', 'banget']"
habis mulyono terbit mulyadi,Wed May 21 09:52:45 +0000 2025,"['habis', 'mulyono', 'terbit', 'mulyadi']"
walk out pengaruh kang dedi mulyadi moga kesehatanampkeselamatan org jawa barat bangga gub kang dedi mulyadi rakyat butuh pdipselesai partainyamengemis deh periode suara rakyat partai licik bubar hama negara,Mon May 19 07:46:59 +0000 2025,"['walk', 'out', 'pengaruh', 'kang', 'dedi', 'mulyadi', 'moga', 'kesehatanampkeselamatan', 'org', 'jawa', 'barat', 'bangga', 'gub', 'kang', 'dedi', 'mulyadi', 'rakyat', 'butuh', 'pdipselesai', 'partainyamengemis', 'deh', 'periode', 'suara', 'rakyat', 'partai', 'licik', 'bubar', 'hama', 'negara']"
spill laku rusa lemari rek serius kon onok ae tingkahe opo celukno kang dedi mulyadi ben dilebokno barak,Sat May 17 15:05:17 +0000 2025,"['spill', 'laku', 'rusa', 'lemari', 'rek', 'serius', 'kon', 'onok', 'ae', 'tingkahe', 'opo', 'celukno', 'kang', 'dedi', 'mulyadi', 'ben', 'dilebokno', 'barak']"
once upon a small town serius choo youngwoo peran dokter hidup susah amp chaos gimana si drama episode udah cebur sawah kejar kambing banting mbak joy sampe pingsan nih drama healing stresfull kang dedi mulyadi,Mon May 12 14:59:31 +0000 2025,"['once', 'upon', 'a', 'small', 'town', 'serius', 'choo', 'youngwoo', 'peran', 'dokter', 'hidup', 'susah', 'amp', 'chaos', 'gimana', 'si', 'drama', 'episode', 'udah', 'cebur', 'sawah', 'kejar', 'kambing', 'banting', 'mbak', 'joy', 'sampe', 'pingsan', 'nih', 'drama', 'healing', 'stresfull', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi sabar study group season ya emang seru s webtoon,Mon May 19 14:47:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'sabar', 'study', 'group', 'season', 'ya', 'emang', 'seru', 's', 'webtoon']"
nih bilang kak seto tuju program kang dedi mulyadi kak seto kagum tuju banget kak seto bilang hak anak langgar,Mon May 12 09:57:33 +0000 2025,"['nih', 'bilang', 'kak', 'seto', 'tuju', 'program', 'kang', 'dedi', 'mulyadi', 'kak', 'seto', 'kagum', 'tuju', 'banget', 'kak', 'seto', 'bilang', 'hak', 'anak', 'langgar']"
bikin opini kang dedi mulyadi udah dindatndut gua pagipagi ya udah posting ginian deh,Mon May 12 03:00:17 +0000 2025,"['bikin', 'opini', 'kang', 'dedi', 'mulyadi', 'udah', 'dindatndut', 'gua', 'pagipagi', 'ya', 'udah', 'posting', 'ginian', 'deh']"
ya politikus muda indonesia zohran can we trade zohran for dedi mulyadi i m sure new york will be fine under dedmul,Mon May 12 05:03:56 +0000 2025,"['ya', 'politikus', 'muda', 'indonesia', 'zohran', 'can', 'we', 'trade', 'zohran', 'for', 'dedi', 'mulyadi', 'i', 'm', 'sure', 'new', 'york', 'will', 'be', 'fine', 'under', 'dedmul']"
kang dedi mulyadi kim yerim actress resmi gabung app hiand rame nih,Mon May 12 02:19:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kim', 'yerim', 'actress', 'resmi', 'gabung', 'app', 'hiand', 'rame', 'nih']"
kang dedi mulyadi resident playbook kira scene makan bareng ayang syuungg nya,Thu May 15 10:56:52 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'kira', 'scene', 'makan', 'bareng', 'ayang', 'syuungg', 'nya']"
kang dedi mulyadi resident playbook kapal yiyoungdowon layar sisa temennya jaeilsabi namkyunggion,Mon May 12 02:30:49 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'kapal', 'yiyoungdowon', 'layar', 'sisa', 'temennya', 'jaeilsabi', 'namkyunggion']"
